Thu, 2013.02.21 7:00, 7:00, CHF, medium, Trade Balance, 0.90B, 1.74B, 2.13B
Mon, 2013.12.16 13:30, 13:30, USD, medium, Revised Nonfarm Productivity q/q, 1.9%, 2.9%, 3.0%
Mon, 2013.12.16 13:30, 13:30, USD, low, Revised Unit Labor Costs q/q, -0.6%, -1.5%, -1.4%
Mon, 2013.12.16 14:00, 14:00, EUR, high, ECB President Draghi Speaks, , , 
Mon, 2013.12.16 14:00, 14:00, USD, medium, Flash Manufacturing PMI, 54.7, 54.9, 54.4
Mon, 2013.12.16 14:00, 14:00, USD, medium, TIC Long-Term Purchases, 31.3B, 31.4B, 35.4B
Mon, 2013.12.16 14:15, 14:15, USD, medium, Capacity Utilization Rate, 78.2%, 78.5%, 79.0%
Mon, 2013.12.16 14:15, 14:15, USD, medium, Industrial Production m/m, 0.1%, 0.6%, 1.1%
Tue, 2013.12.17 5:00, 5:00, CHF, medium, Gov Board Member Zurbrugg Speaks, , , 
Mon, 2013.12.16 23:00, 23:00, AUD, medium, CB Leading Index m/m, 0.3%, , 0.5%
Tue, 2013.12.17 0:15, 0:15, AUD, medium, RBA Deputy Gov Debelle Speaks, , , 
Tue, 2013.12.17 0:30, 0:30, AUD, high, Monetary Policy Meeting Minutes, , , 
Tue, 2013.12.17 0:30, 0:30, AUD, medium, New Motor Vehicle Sales m/m, -0.9%, , 1.8%
Tue, 2013.12.17 1:30, 1:30, AUD, high, Mid-Year Economic and Fiscal Outlook, , , 
Tue, 2013.12.17 9:30, 9:30, GBP, high, CPI y/y, 2.2%, 2.2%, 2.1%
Tue, 2013.12.17 9:30, 9:30, GBP, medium, PPI Input m/m, -0.4%, -0.5%, -0.7%
Tue, 2013.12.17 9:30, 9:30, GBP, medium, RPI y/y, 2.6%, 2.7%, 2.6%
Tue, 2013.12.17 9:30, 9:30, GBP, low, Core CPI y/y, 1.7%, 1.8%, 1.8%
Tue, 2013.12.17 9:30, 9:30, GBP, low, ONS HPI y/y, 3.8%, 4.2%, 5.5%
Tue, 2013.12.17 9:30, 9:30, GBP, low, PPI Output m/m, -0.3%, -1.2%, -0.2%
Tue, 2013.12.17 10:00, 10:00, EUR, high, German ZEW Economic Sentiment, 54.6, 55.3, 62.0
Tue, 2013.12.17 10:00, 10:00, EUR, medium, Final CPI y/y, 0.9%, 0.9%, 0.9%
Tue, 2013.12.17 10:00, 10:00, EUR, medium, ZEW Economic Sentiment, 60.2, 60.9, 68.3
Tue, 2013.12.17 10:00, 10:00, EUR, low, Final Core CPI y/y, 1.0%, 1.0%, 0.9%
Tue, 2013.12.17 5:00, 5:00, EUR, medium, Eurogroup Meetings, , , 
Tue, 2013.12.17 11:00, 11:00, GBP, medium, CBI Industrial Order Expectations, 11, 12, 12
Tue, 2013.12.17 13:30, 13:30, CAD, high, Manufacturing Sales m/m, 0.6%, -0.2%, 1.0%
Tue, 2013.12.17 13:30, 13:30, NZD, low, GDT Price Index, 3.9%, , 0.2%
Tue, 2013.12.17 13:30, 13:30, USD, high, CPI y/y, 1.0%, 1.2%, 1.2%
Tue, 2013.12.17 13:30, 13:30, USD, high, Core CPI m/m, 0.1%, 0.1%, 0.2%
Tue, 2013.12.17 13:30, 13:30, USD, medium, CPI m/m, -0.1%, 0.1%, 0.0%
Tue, 2013.12.17 13:30, 13:30, USD, medium, Current Account, -97B, -101B, -95B
Tue, 2013.12.17 15:00, 15:00, USD, medium, NAHB Housing Market Index, 54, 55, 58
Tue, 2013.12.17 15:30, 15:30, GBP, high, BOE Gov Carney Speaks, , , 
Tue, 2013.12.17 21:45, 21:45, NZD, medium, Current Account, -1.34B, -4.45B, -4.78B
Tue, 2013.12.17 22:30, 22:30, AUD, high, RBA Gov Stevens Speaks, , , 
Tue, 2013.12.17 23:30, 23:30, AUD, low, MI Leading Index m/m, 0.1%, , -0.1%
Tue, 2013.12.17 23:50, 23:50, JPY, medium, Trade Balance, -1.09T, -1.13T, -1.35T
Wed, 2013.12.18 0:00, 0:00, NZD, high, ANZ Business Confidence, 60.5, , 64.1
Wed, 2013.12.18 2:00, 2:00, CNY, low, CB Leading Index m/m, 0.7%, , 1.4%
Wed, 2013.12.18 2:00, 2:00, CNY, low, Foreign Direct Investment ytd/y, 5.8%, , 5.5%
Wed, 2013.12.18 9:00, 9:00, EUR, high, German ifo Business Climate, 109.3, 109.7, 109.5
Wed, 2013.12.18 9:30, 9:30, GBP, high, Claimant Count Change, -42.8K, -35.2K, -36.7K
Wed, 2013.12.18 9:30, 9:30, GBP, high, MPC Asset Purchase Facility Votes, 0-0-9, 0-0-9, 0-0-9
Wed, 2013.12.18 9:30, 9:30, GBP, high, MPC Official Bank Rate Votes, 0-0-9, 0-0-9, 0-0-9
Wed, 2013.12.18 9:30, 9:30, GBP, high, Unemployment Rate, 7.6%, 7.6%, 7.4%
Wed, 2013.12.18 9:30, 9:30, GBP, medium, Average Earnings Index 3m/y, 0.8%, 0.8%, 0.9%
Wed, 2013.12.18 10:00, 10:00, CHF, medium, Credit Suisse Economic Expectations, 31.6, , 39.4
Wed, 2013.12.18 5:00, 5:00, EUR, medium, ECOFIN Meetings, , , 
Wed, 2013.12.18 11:00, 11:00, GBP, medium, CBI Realized Sales, 1, 9, 34
Wed, 2013.12.18 11:00, 11:00, USD, low, Housing Starts, 0.88M, 0.91M, 0.87M
Wed, 2013.12.18 11:00, 11:00, USD, low, Housing Starts, 0.87M, 0.92M, 0.89M
Wed, 2013.12.18 13:30, 13:30, CAD, medium, Wholesale Sales m/m, 0.0%, 0.4%, 1.4%
Wed, 2013.12.18 13:30, 13:30, USD, high, Building Permits, 1.04M, 0.99M, 1.01M
Wed, 2013.12.18 13:30, 13:30, USD, medium, Housing Starts, 0.89M, 0.95M, 1.09M
Wed, 2013.12.18 14:00, 14:00, USD, low, Flash Services PMI, 55.9, 56.4, 56.0
Wed, 2013.12.18 15:30, 15:30, USD, medium, Crude Oil Inventories, -10.6M, -2.4M, -2.9M
Wed, 2013.12.18 19:00, 19:00, USD, high, FOMC Economic Projections, , , 
Wed, 2013.12.18 19:00, 19:00, USD, high, FOMC Statement, , , 
Wed, 2013.12.18 19:00, 19:00, USD, medium, Federal Funds Rate, <0.25%, <0.25%, <0.25%
Wed, 2013.12.18 19:30, 19:30, USD, high, FOMC Press Conference, , , 
Wed, 2013.12.18 21:45, 21:45, NZD, high, GDP q/q, 0.3%, 1.1%, 1.4%
Wed, 2013.12.18 21:45, 21:45, NZD, high, Trade Balance, -173M, , 183M
Thu, 2013.12.19 0:30, 0:30, AUD, low, RBA Bulletin, , , 
Thu, 2013.12.19 4:30, 4:30, JPY, low, All Industries Activity m/m, 0.5%, -0.2%, -0.2%
Thu, 2013.12.19 6:45, 6:45, CHF, low, SECO Economic Forecasts, , , 
Thu, 2013.12.19 7:00, 7:00, CHF, low, Trade Balance, 2.28B, 2.57B, 2.11B
Thu, 2013.12.19 9:00, 9:00, EUR, medium, Current Account, 14.9B, 14.2B, 21.8B
Thu, 2013.12.19 5:00, 5:00, EUR, medium, EU Economic Summit, , , 
Thu, 2013.12.19 9:30, 9:30, GBP, high, Retail Sales m/m, -0.9%, 0.3%, 0.3%
Thu, 2013.12.19 9:42, 9:42, EUR, medium, Spanish 10-y Bond Auction, 4.16|2.6, , 4.10|3.6
Thu, 2013.12.19 13:30, 13:30, USD, high, Unemployment Claims, 369K, 336K, 379K
Thu, 2013.12.19 14:00, 14:00, CHF, low, SNB Quarterly Bulletin, , , 
Thu, 2013.12.19 15:00, 15:00, USD, high, Existing Home Sales, 5.12M, 5.04M, 4.90M
Thu, 2013.12.19 15:00, 15:00, USD, high, Philly Fed Manufacturing Index, 6.5, 10.3, 7.0
Thu, 2013.12.19 15:00, 15:00, USD, low, CB Leading Index m/m, 0.1%, 0.7%, 0.8%
Thu, 2013.12.19 15:30, 15:30, USD, low, Natural Gas Storage, -81B, -260B, -285B
Thu, 2013.12.19 21:45, 21:45, NZD, low, Visitor Arrivals m/m, -1.9%, , 2.8%
Thu, 2013.12.19 23:45, 23:45, GBP, low, GfK Consumer Confidence, -12, -11, -13
Fri, 2013.12.20 0:01, 0:01, GBP, low, BOE Quarterly Bulletin, , , 
Fri, 2013.12.20 2:00, 2:00, NZD, low, Credit Card Spending y/y, 3.3%, , 6.9%
Fri, 2013.12.20 2:58, 2:58, JPY, high, Monetary Policy Statement, , , 
Fri, 2013.12.20 7:00, 7:00, EUR, medium, German GfK Consumer Climate, 7.4, 7.4, 7.6
Fri, 2013.12.20 7:00, 7:00, EUR, medium, German PPI m/m, -0.2%, 0.0%, -0.1%
Fri, 2013.12.20 7:30, 7:30, JPY, high, BOJ Press Conference, , , 
Fri, 2013.12.20 5:00, 5:00, EUR, medium, EU Economic Summit, , , 
Fri, 2013.12.20 9:30, 9:30, GBP, high, Current Account, -6.2B, -13.8B, -20.7B
Fri, 2013.12.20 9:30, 9:30, GBP, medium, Final GDP q/q, 0.8%, 0.8%, 0.8%
Fri, 2013.12.20 9:30, 9:30, GBP, medium, Public Sector Net Borrowing, 7.4B, 6.6B, 14.8B
Fri, 2013.12.20 9:30, 9:30, GBP, low, Index of Services 3m/3m, 0.8%, 0.4%, 0.8%
Fri, 2013.12.20 9:30, 9:30, GBP, low, Revised Business Investment q/q, 1.4%, 1.6%, 2.0%
Fri, 2013.12.20 10:00, 10:00, EUR, low, Italian Retail Sales m/m, -0.3%, 0.2%, -0.1%
Fri, 2013.12.20 13:30, 13:30, CAD, high, Core CPI m/m, 0.2%, 0.1%, -0.1%
Fri, 2013.12.20 13:30, 13:30, CAD, high, Core Retail Sales m/m, 0.2%, 0.0%, 0.4%
Fri, 2013.12.20 13:30, 13:30, CAD, medium, CPI m/m, -0.2%, 0.2%, 0.0%
Fri, 2013.12.20 13:30, 13:30, CAD, medium, Retail Sales m/m, 1.0%, 0.3%, -0.1%
Fri, 2013.12.20 13:30, 13:30, USD, medium, Final GDP q/q, 3.6%, 3.6%, 4.1%
Fri, 2013.12.20 13:30, 13:30, USD, low, Final GDP Price Index q/q, 2.0%, 2.0%, 2.0%
Fri, 2013.12.20 14:00, 14:00, EUR, low, Belgian NBB Business Climate, -4.3, -3.9, -6.4
Fri, 2013.12.20 15:00, 15:00, EUR, low, Consumer Confidence, -15, -15, -14
Mon, 2013.12.23 7:00, 7:00, CHF, low, UBS Consumption Indicator, 1.26, , 1.43
Mon, 2013.12.23 7:00, 7:00, EUR, low, German Import Prices m/m, -0.7%, 0.4%, 0.1%
Mon, 2013.12.23 13:30, 13:30, CAD, high, GDP m/m, 0.3%, 0.1%, 0.3%
Mon, 2013.12.23 13:30, 13:30, USD, medium, Core PCE Price Index m/m, 0.1%, 0.1%, 0.1%
Mon, 2013.12.23 13:30, 13:30, USD, medium, Personal Spending m/m, 0.4%, 0.5%, 0.5%
Mon, 2013.12.23 13:30, 13:30, USD, low, Personal Income m/m, -0.1%, 0.4%, 0.2%
Mon, 2013.12.23 14:55, 14:55, USD, medium, Revised UoM Consumer Sentiment, 82.5, 82.9, 82.5
Mon, 2013.12.23 14:55, 14:55, USD, low, Revised UoM Inflation Expectations, 3.0%, , 3.0%
Tue, 2013.12.24 17:00, 17:00, JPY, low, BOJ Monthly Report, , , 
Tue, 2013.12.24 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Tue, 2013.12.24 7:45, 7:45, EUR, medium, French Consumer Spending m/m, -0.1%, 0.3%, 1.4%
Tue, 2013.12.24 9:30, 9:30, GBP, medium, High Street Lending, 43.3K, 44.5K, 45.0K
Tue, 2013.12.24 13:30, 13:30, USD, high, Core Durable Goods Orders m/m, 0.4%, 0.9%, 1.2%
Tue, 2013.12.24 13:30, 13:30, USD, medium, Durable Goods Orders m/m, -1.6%, 1.7%, 3.5%
Tue, 2013.12.24 14:00, 14:00, USD, low, HPI m/m, 0.2%, 0.5%, 0.5%
Tue, 2013.12.24 14:59, 14:59, USD, low, Richmond Manufacturing Index, 13, 15, 13
Tue, 2013.12.24 15:00, 15:00, USD, high, New Home Sales, 474K, 449K, 464K
Tue, 2013.12.24 5:00, 5:00, NZD, holiday, Bank Holiday, , , 
Tue, 2013.12.24 5:00, 5:00, AUD, holiday, Bank Holiday, , , 
Tue, 2013.12.24 23:50, 23:50, JPY, low, SPPI y/y, 0.8%, 0.8%, 1.0%
Wed, 2013.12.25 4:00, 4:00, JPY, medium, BOJ Gov Kuroda Speaks, , , 
Wed, 2013.12.25 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, NZD, holiday, Bank Holiday, , , 
Wed, 2013.12.25 5:00, 5:00, AUD, holiday, Bank Holiday, , , 
Wed, 2013.12.25 23:50, 23:50, JPY, medium, Monetary Policy Meeting Minutes, , , 
Thu, 2013.12.26 17:00, 17:00, JPY, low, Housing Starts y/y, 7.1%, 9.5%, 14.1%
Thu, 2013.12.26 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Thu, 2013.12.26 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Thu, 2013.12.26 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Thu, 2013.12.26 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Thu, 2013.12.26 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Thu, 2013.12.26 13:30, 13:30, USD, high, Unemployment Claims, 380K, 346K, 338K
Thu, 2013.12.26 23:15, 23:15, JPY, low, Final Manufacturing PMI, 55.1, , 55.2
Thu, 2013.12.26 23:30, 23:30, JPY, medium, Household Spending y/y, 0.9%, 1.9%, 0.2%
Thu, 2013.12.26 23:30, 23:30, JPY, medium, Tokyo Core CPI y/y, 0.6%, 0.7%, 0.7%
Thu, 2013.12.26 23:30, 23:30, JPY, low, National Core CPI y/y, 0.9%, 1.1%, 1.2%
Thu, 2013.12.26 23:30, 23:30, JPY, low, Unemployment Rate, 4.0%, 3.9%, 4.0%
Thu, 2013.12.26 23:50, 23:50, JPY, medium, Prelim Industrial Production m/m, 0.5%, 0.6%, 0.1%
Thu, 2013.12.26 23:50, 23:50, JPY, medium, Retail Sales y/y, 2.4%, 2.9%, 4.0%
Fri, 2013.12.27 1:30, 1:30, JPY, medium, Average Cash Earnings y/y, -0.1%, 0.4%, 0.5%
Fri, 2013.12.27 15:30, 15:30, USD, low, Natural Gas Storage, -285B, -177B, -177B
Fri, 2013.12.27 16:00, 16:00, USD, medium, Crude Oil Inventories, -2.9M, -1.9M, -4.7M
Mon, 2013.12.30 9:10, 9:10, EUR, low, Retail PMI, 48.0, , 47.7
Mon, 2013.12.30 9:30, 9:30, GBP, low, Housing Equity Withdrawal q/q, -12.5B, -7.2B, -10.4B
Mon, 2013.12.30 10:12, 10:12, EUR, medium, Italian 10-y Bond Auction, 4.01|1.5, , 4.11|1.3
Mon, 2013.12.30 15:00, 15:00, USD, high, Pending Home Sales m/m, -1.2%, 1.1%, 0.2%
Mon, 2013.12.30 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Tue, 2013.12.31 0:30, 0:30, AUD, medium, Private Sector Credit m/m, 0.3%, 0.4%, 0.3%
Tue, 2013.12.31 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Tue, 2013.12.31 14:00, 14:00, USD, medium, S&P/CS Composite-20 HPI y/y, 13.3%, 13.4%, 13.6%
Tue, 2013.12.31 14:45, 14:45, USD, medium, Chicago PMI, 63.0, 61.3, 59.1
Tue, 2013.12.31 15:00, 15:00, USD, high, CB Consumer Confidence, 72.0, 76.5, 78.1
Tue, 2013.12.31 5:00, 5:00, NZD, holiday, Bank Holiday, , , 
Tue, 2013.12.31 5:00, 5:00, AUD, holiday, Bank Holiday, , , 
Tue, 2013.12.31 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Tue, 2013.12.31 5:00, 5:00, CNY, holiday, Bank Holiday, , , 
Wed, 2014.01.01 1:00, 1:00, CNY, high, Manufacturing PMI, 51.4, 51.3, 51.0
Wed, 2014.01.01 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, EUR, holiday, French Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, EUR, holiday, German Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, GBP, holiday, Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, CAD, holiday, Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, USD, holiday, Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, NZD, holiday, Bank Holiday, , , 
Wed, 2014.01.01 22:10, 22:10, AUD, low, AIG Manufacturing Index, 47.7, , 47.6
Wed, 2014.01.01 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Wed, 2014.01.01 5:00, 5:00, CNY, holiday, Bank Holiday, , , 
Thu, 2014.01.02 1:45, 1:45, CNY, medium, Caixin Manufacturing PMI, 50.5, 50.5, 50.5
Thu, 2014.01.02 17:30, 17:30, AUD, low, Commodity Prices y/y, -2.8%, , -4.0%
Thu, 2014.01.02 5:00, 5:00, CHF, holiday, Bank Holiday, , , 
Thu, 2014.01.02 8:15, 8:15, EUR, medium, Spanish Manufacturing PMI, 48.6, 49.9, 50.8
Thu, 2014.01.02 8:45, 8:45, EUR, medium, Italian Manufacturing PMI, 51.4, 51.8, 53.3
Thu, 2014.01.02 8:50, 8:50, EUR, low, French Final Manufacturing PMI, 47.1, 47.1, 47.0
Thu, 2014.01.02 8:55, 8:55, EUR, low, German Final Manufacturing PMI, 54.2, 54.2, 54.3
Thu, 2014.01.02 9:00, 9:00, EUR, low, Final Manufacturing PMI, 52.7, 52.7, 52.7
Thu, 2014.01.02 9:30, 9:30, GBP, high, Final Manufacturing PMI, 58.1, 58.3, 57.3
Thu, 2014.01.02 13:30, 13:30, USD, high, Unemployment Claims, 341K, 334K, 339K
Thu, 2014.01.02 14:00, 14:00, USD, low, Final Manufacturing PMI, 54.4, 54.4, 55.0
Thu, 2014.01.02 14:30, 14:30, CAD, low, Manufacturing PMI, 55.3, , 53.5
Thu, 2014.01.02 15:00, 15:00, USD, high, ISM Manufacturing PMI, 57.3, 56.8, 57.0
Thu, 2014.01.02 15:00, 15:00, USD, low, Construction Spending m/m, 0.9%, 0.7%, 1.0%
Thu, 2014.01.02 15:00, 15:00, USD, low, ISM Manufacturing Prices, 52.5, 53.0, 53.5
Thu, 2014.01.02 5:00, 5:00, JPY, holiday, Bank Holiday, , , 
Fri, 2014.01.03 1:00, 1:00, CNY, medium, Non-Manufacturing PMI, 56.0, , 54.6
Fri, 2014.01.03 7:00, 7:00, GBP, medium, Nationwide HPI m/m, 0.7%, 0.8%, 1.4%
Fri, 2014.01.03 8:00, 8:00, CHF, medium, KOF Economic Barometer, 1.85, 1.92, 1.95
Fri, 2014.01.03 8:00, 8:00, EUR, medium, Spanish Flash CPI y/y, 0.2%, 0.2%, 0.2%
Fri, 2014.01.03 8:00, 8:00, EUR, medium, Spanish Unemployment Change, -2.5K, 24.3K, -107.6K
Fri, 2014.01.03 8:30, 8:30, CHF, medium, Manufacturing PMI, 56.5, 56.4, 53.9
Fri, 2014.01.03 9:00, 9:00, EUR, medium, M3 Money Supply y/y, 1.4%, 1.5%, 1.5%
Fri, 2014.01.03 9:00, 9:00, EUR, low, Private Loans y/y, -2.2%, -1.9%, -2.3%
Fri, 2014.01.03 9:30, 9:30, GBP, high, Construction PMI, 62.6, 62.3, 62.1
Fri, 2014.01.03 9:30, 9:30, GBP, medium, Net Lending to Individuals m/m, 1.6B, 2.0B, 1.5B
Fri, 2014.01.03 9:30, 9:30, GBP, low, M4 Money Supply m/m, 0.1%, 0.3%, 0.0%
Fri, 2014.01.03 9:30, 9:30, GBP, low, Mortgage Approvals, 68K, 70K, 71K
Fri, 2014.01.03 10:00, 10:00, EUR, low, Italian Prelim CPI m/m, -0.3%, 0.3%, 0.2%
Fri, 2014.01.03 15:30, 15:30, USD, low, Natural Gas Storage, -177B, -125B, -97B
Fri, 2014.01.03 16:00, 16:00, USD, medium, Crude Oil Inventories, -4.7M, -2.3M, -7.0M
Fri, 2014.01.03 5:00, 5:00, USD, low, Total Vehicle Sales, 16.4M, 16.0M, 15.4M
Sat, 2014.01.04 5:45, 5:45, USD, medium, FOMC Member Plosser Speaks, , , 
Fri, 2014.01.03 18:15, 18:15, USD, medium, FOMC Member Stein Speaks, , , 
Fri, 2014.01.03 19:30, 19:30, USD, high, Fed Chairman Bernanke Speaks, , , 
Mon, 2014.01.06 5:00, 5:00, EUR, holiday, Italian Bank Holiday, , , 
Mon, 2014.01.06 5:00, 5:00, EUR, medium, German Prelim CPI m/m, 0.2%, 0.4%, 0.4%
Mon, 2014.01.06 8:15, 8:15, EUR, medium, Spanish Services PMI, 51.5, 51.1, 54.2
Mon, 2014.01.06 8:45, 8:45, EUR, medium, Italian Services PMI, 47.2, 48.9, 47.9
Mon, 2014.01.06 8:50, 8:50, EUR, low, French Final Services PMI, 47.4, 47.4, 47.8
Mon, 2014.01.06 8:55, 8:55, EUR, low, German Final Services PMI, 54.0, 54.0, 53.5
Mon, 2014.01.06 9:00, 9:00, EUR, low, Final Services PMI, 51.0, 51.2, 51.0
Mon, 2014.01.06 9:30, 9:30, EUR, low, Sentix Investor Confidence, 8.0, 9.7, 11.9
Mon, 2014.01.06 9:30, 9:30, GBP, high, Final Services PMI, 60.0, 60.4, 58.8
Mon, 2014.01.06 13:30, 13:30, CAD, medium, RMPI m/m, -3.3%, -1.1%, -4.1%
Mon, 2014.01.06 13:30, 13:30, CAD, low, IPPI m/m, -0.5%, 0.0%, 0.1%
Mon, 2014.01.06 14:00, 14:00, USD, low, Final Services PMI, 56.0, 56.0, 55.7
Mon, 2014.01.06 15:00, 15:00, USD, high, ISM Services PMI, 53.9, 54.6, 53.0
Mon, 2014.01.06 15:00, 15:00, USD, medium, Factory Orders m/m, -0.5%, 1.8%, 1.8%
Mon, 2014.01.06 23:00, 23:00, USD, high, Fed Chairman Nomination Vote, , Pass, Pass
Mon, 2014.01.06 23:50, 23:50, JPY, low, Monetary Base y/y, 52.5%, 55.2%, 46.6%
Tue, 2014.01.07 0:30, 0:30, AUD, high, Trade Balance, -0.36B, -0.30B, -0.12B
Tue, 2014.01.07 3:45, 3:45, JPY, low, 10-y Bond Auction, 0.65|4.0, , 0.72|3.8
Tue, 2014.01.07 7:00, 7:00, EUR, medium, German Retail Sales m/m, -0.8%, 0.5%, 1.5%
Tue, 2014.01.07 8:00, 8:00, CHF, medium, Foreign Currency Reserves, 436B, , 435B
Tue, 2014.01.07 8:55, 8:55, EUR, medium, German Unemployment Change, 9K, -1K, -15K
Tue, 2014.01.07 10:00, 10:00, EUR, high, CPI Flash Estimate y/y, 0.9%, 0.9%, 0.8%
Tue, 2014.01.07 10:00, 10:00, EUR, medium, Core CPI Flash Estimate y/y, 0.9%, , 0.7%
Tue, 2014.01.07 10:00, 10:00, EUR, low, PPI m/m, -0.5%, -0.1%, -0.1%
Tue, 2014.01.07 13:30, 13:30, CAD, high, Trade Balance, -0.9B, -0.2B, -0.9B
Tue, 2014.01.07 13:30, 13:30, NZD, low, GDT Price Index, 0.2%, , -0.8%
Tue, 2014.01.07 13:30, 13:30, USD, high, Trade Balance, -39.3B, -40.2B, -34.3B
Tue, 2014.01.07 15:00, 15:00, CAD, high, Ivey PMI, 53.7, 55.0, 46.3
Tue, 2014.01.07 22:17, 22:17, AUD, low, AIG Construction Index, 55.2, , 50.8
Wed, 2014.01.08 0:01, 0:01, GBP, low, BRC Shop Price Index y/y, -0.3%, , -0.8%
Wed, 2014.01.08 7:00, 7:00, EUR, medium, German Trade Balance, 16.7B, 18.9B, 17.8B
Wed, 2014.01.08 7:59, 7:59, GBP, medium, Halifax HPI m/m, 0.9%, 0.6%, -0.6%
Wed, 2014.01.08 9:00, 9:00, EUR, low, Italian Monthly Unemployment Rate, 12.5%, 12.6%, 12.7%
Wed, 2014.01.08 9:30, 9:30, GBP, medium, BOE Credit Conditions Survey, , , 
Wed, 2014.01.08 10:00, 10:00, EUR, medium, Retail Sales m/m, -0.4%, 0.2%, 1.4%
Wed, 2014.01.08 10:00, 10:00, EUR, medium, Unemployment Rate, 12.1%, 12.1%, 12.1%
Wed, 2014.01.08 11:00, 11:00, EUR, medium, German Factory Orders m/m, -2.1%, 1.2%, 2.1%
Wed, 2014.01.08 13:15, 13:15, USD, high, ADP Non-Farm Employment Change, 229K, 199K, 238K
Wed, 2014.01.08 15:30, 15:30, USD, medium, Crude Oil Inventories, -7.0M, -1.6M, -2.7M
Wed, 2014.01.08 18:01, 18:01, USD, medium, 10-y Bond Auction, 2.82|2.6, , 3.01|2.7
Wed, 2014.01.08 19:00, 19:00, USD, high, FOMC Meeting Minutes, , , 
Wed, 2014.01.08 20:00, 20:00, USD, low, Consumer Credit m/m, 17.9B, 14.8B, 12.3B
Wed, 2014.01.08 21:45, 21:45, NZD, medium, Building Consents m/m, 0.3%, , 11.1%
Thu, 2014.01.09 0:00, 0:00, NZD, low, ANZ Commodity Prices m/m, -0.3%, , 1.0%
Thu, 2014.01.09 0:30, 0:30, AUD, high, Building Approvals m/m, -1.6%, -0.9%, -1.5%
Thu, 2014.01.09 0:30, 0:30, AUD, high, Retail Sales m/m, 0.5%, 0.5%, 0.7%
Thu, 2014.01.09 1:30, 1:30, CNY, high, CPI y/y, 3.0%, 2.7%, 2.5%
Thu, 2014.01.09 1:30, 1:30, CNY, medium, PPI y/y, -1.4%, -1.2%, -1.4%
Thu, 2014.01.09 7:45, 7:45, EUR, low, French Trade Balance, -4.8B, -4.6B, -5.7B
Thu, 2014.01.09 9:30, 9:30, GBP, medium, Goods Trade Balance, -9.7B, -9.4B, -9.4B
Thu, 2014.01.09 10:01, 10:01, EUR, medium, French 10-y Bond Auction, 2.41|2.0, , 2.51|1.5
Thu, 2014.01.09 11:00, 11:00, EUR, medium, German Industrial Production m/m, -1.2%, 1.6%, 1.9%
Thu, 2014.01.09 12:00, 12:00, GBP, high, Asset Purchase Facility, 375B, 375B, 375B
Thu, 2014.01.09 12:00, 12:00, GBP, high, Official Bank Rate, 0.50%, 0.50%, 0.50%
Thu, 2014.01.09 12:30, 12:30, USD, low, Challenger Job Cuts y/y, -20.6%, , -5.9%
Thu, 2014.01.09 12:45, 12:45, EUR, high, Main Refinancing Rate, 0.25%, 0.25%, 0.25%
Thu, 2014.01.09 13:13, 13:13, CAD, low, Housing Starts, 198K, 196K, 190K
Thu, 2014.01.09 13:30, 13:30, CAD, high, Building Permits m/m, 8.0%, -2.3%, -6.7%
Thu, 2014.01.09 13:30, 13:30, CAD, medium, NHPI m/m, 0.1%, 0.2%, 0.0%
Thu, 2014.01.09 13:30, 13:30, EUR, high, ECB Press Conference, , , 
Thu, 2014.01.09 13:30, 13:30, USD, high, Unemployment Claims, 345K, 337K, 330K
Thu, 2014.01.09 15:30, 15:30, USD, low, Natural Gas Storage, -97B, -147B, -157B
Thu, 2014.01.09 18:01, 18:01, USD, low, 30-y Bond Auction, 3.90|2.3, , 3.90|2.6
Fri, 2014.01.10 0:00, 0:00, AUD, medium, HIA New Home Sales m/m, -3.8%, , 7.5%
